feedback_id,order_id,customer_id,rating,feedback_date,satisfaction_category,comments
823,997,243,4,2024-04-10,Positive,Arrived earlier than promised! Driver was courteous and professional.
824,998,1350,5,2024-04-18,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
825,999,427,3,2024-07-03,Neutral,Vehicle is solid. Transit took the full promised duration.
826,1000,1255,4,2024-04-25,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
827,1001,312,4,2024-04-16,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
828,1002,1103,5,2024-05-03,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
829,1003,1018,3,2024-05-01,Neutral,"Decent service overall, communication could be slightly clearer."
830,1004,805,5,2024-04-29,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
831,1005,510,5,2024-05-07,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
832,1006,328,5,2024-05-15,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
833,1007,316,4,2024-06-21,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
834,1009,1346,4,2024-05-16,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
835,1010,1065,2,2024-04-27,Negative,Delivery took over a week past the promised date. Very stressful experience.
836,1011,320,4,2024-06-05,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
837,1012,834,5,2024-04-09,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
838,1013,1031,5,2024-07-03,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
839,1014,1416,2,2024-05-01,Negative,Poor carrier communication regarding rescheduled drop-off.
840,1015,1228,4,2024-05-31,Positive,Seamless delivery experience and fantastic performance so far.
841,1018,1408,5,2024-06-13,Very Positive,Seamless delivery experience and fantastic performance so far.
842,1019,25,5,2024-04-13,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
843,1020,1246,,2024-04-20,Unrated,
844,1022,1460,3,2024-05-22,Neutral,Vehicle is solid. Transit took the full promised duration.
845,1023,138,5,2024-05-26,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
846,1024,1435,1,2024-06-16,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
847,1025,427,5,2024-06-17,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
848,1026,1326,3,2024-06-02,Neutral,Average delivery experience. Vehicle meets expectations.
849,1027,10,5,2024-04-21,Very Positive,Seamless delivery experience and fantastic performance so far.
850,1029,799,,2024-06-28,Unrated,
851,1030,1002,3,2024-05-17,Neutral,"Decent service overall, communication could be slightly clearer."
852,1031,717,4,2024-07-07,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
853,1032,751,5,2024-04-10,Very Positive,Seamless delivery experience and fantastic performance so far.
854,1034,686,3,2024-07-05,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
855,1035,1291,5,2024-06-11,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
856,1036,424,4,2024-06-09,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
857,1038,1347,3,2024-05-04,Neutral,Average delivery experience. Vehicle meets expectations.
858,1039,1585,5,2024-06-30,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
859,1040,693,4,2024-04-12,Positive,Seamless delivery experience and fantastic performance so far.
860,1041,1562,5,2024-05-25,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
861,1042,635,4,2024-06-14,Positive,Seamless delivery experience and fantastic performance so far.
862,1043,1447,5,2024-04-11,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
863,1044,1382,4,2024-04-24,Positive,Seamless delivery experience and fantastic performance so far.
864,1045,181,5,2024-04-15,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
865,1046,286,4,2024-06-11,Positive,Arrived earlier than promised! Driver was courteous and professional.
866,1048,484,5,2024-05-04,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
867,1049,377,3,2024-05-03,Neutral,"Decent service overall, communication could be slightly clearer."
868,1050,1190,5,2024-04-29,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
869,1051,779,5,2024-06-26,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
870,1052,1599,5,2024-04-18,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
871,1053,632,5,2024-04-17,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
872,1054,1007,,2024-06-17,Unrated,
873,1055,28,5,2024-04-24,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
874,1056,1115,4,2024-05-22,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
875,1057,354,3,2024-06-30,Neutral,"Decent service overall, communication could be slightly clearer."
876,1058,1414,5,2024-06-13,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
877,1060,1099,5,2024-06-01,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
878,1061,879,5,2024-06-28,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
879,1062,965,5,2024-06-05,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
880,1063,1415,5,2024-05-15,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
881,1064,339,5,2024-05-12,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
882,1065,1209,5,2024-04-27,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
883,1066,1262,4,2024-07-03,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
884,1067,1407,5,2024-05-08,Very Positive,Seamless delivery experience and fantastic performance so far.
885,1068,60,4,2024-07-01,Positive,Arrived earlier than promised! Driver was courteous and professional.
886,1070,1237,5,2024-06-02,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
887,1071,451,5,2024-05-18,Very Positive,Seamless delivery experience and fantastic performance so far.
888,1072,288,5,2024-05-31,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
889,1073,1077,5,2024-04-10,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
890,1074,1225,4,2024-05-07,Positive,Seamless delivery experience and fantastic performance so far.
891,1075,858,5,2024-07-02,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
892,1076,1332,5,2024-04-17,Very Positive,Seamless delivery experience and fantastic performance so far.
893,1078,1449,5,2024-05-09,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
894,1079,1389,4,2024-06-07,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
895,1080,1043,5,2024-05-04,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
896,1081,155,5,2024-05-09,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
897,1083,1067,5,2024-05-01,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
898,1086,305,4,2024-05-26,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
899,1087,249,4,2024-07-01,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
900,1090,657,5,2024-06-13,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
901,1091,968,5,2024-05-25,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
902,1093,903,4,2024-05-26,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
903,1095,273,,2024-06-01,Unrated,
904,1096,1246,5,2024-06-13,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
905,1097,474,4,2024-04-10,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
906,1098,297,5,2024-04-29,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
907,1099,168,5,2024-05-10,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
908,1100,821,5,2024-07-08,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
909,1101,647,3,2024-06-26,Neutral,"Decent service overall, communication could be slightly clearer."
910,1102,1133,5,2024-06-12,Very Positive,Seamless delivery experience and fantastic performance so far.
911,1103,410,5,2024-04-22,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
912,1104,447,5,2024-05-17,Very Positive,Seamless delivery experience and fantastic performance so far.
913,1105,27,5,2024-07-04,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
914,1106,971,4,2024-05-10,Positive,Arrived earlier than promised! Driver was courteous and professional.
915,1107,1032,5,2024-06-14,Very Positive,Seamless delivery experience and fantastic performance so far.
916,1108,1592,5,2024-04-24,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
917,1109,368,5,2024-06-08,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
918,1112,278,5,2024-06-20,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
919,1113,132,5,2024-05-29,Very Positive,Seamless delivery experience and fantastic performance so far.
920,1114,23,4,2024-07-06,Positive,Seamless delivery experience and fantastic performance so far.
921,1115,889,5,2024-05-02,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
922,1116,502,5,2024-04-25,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
923,1117,689,4,2024-05-30,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
924,1118,1304,4,2024-04-15,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
925,1119,652,5,2024-04-12,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
926,1120,479,5,2024-06-22,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
927,1121,626,5,2024-06-26,Very Positive,Seamless delivery experience and fantastic performance so far.
928,1123,1254,5,2024-06-14,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
929,1124,704,5,2024-04-27,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
930,1125,510,5,2024-06-29,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
931,1126,1126,4,2024-05-11,Positive,Arrived earlier than promised! Driver was courteous and professional.
932,1128,175,5,2024-07-02,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
933,1129,858,5,2024-06-08,Very Positive,Seamless delivery experience and fantastic performance so far.
934,1130,425,2,2024-05-07,Negative,Expected faster fulfillment given the premium price point.
935,1131,1181,5,2024-05-30,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
936,1132,255,4,2024-06-22,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
937,1133,147,5,2024-05-16,Very Positive,Seamless delivery experience and fantastic performance so far.
938,1134,453,5,2024-05-18,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
939,1135,1032,4,2024-06-27,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
